sampling_seed,arm,gen,class,recall,precision,f1
256,D,8,cropland,0.7594,0.6133096430302052,0.6785810025913682
256,D,8,built_up,0.8633,0.6913036515054453,0.7677872643187477
256,D,8,bare_sparse_vegetation,0.4113,0.5370854008879603,0.4658511722731906
256,D,8,permanent_water,0.8113,0.801125703564728,0.8061807522233815
256,D,8,snow_and_ice,0.8521,0.8789066529138732,0.8652957603452653
256,D,8,herbaceous_wetland,0.7017,0.5916027316415142,0.6419651434060656
256,D,8,moss_lichen,0.8659,0.7326338945765293,0.7937119024703241
256,D,9,tree_cover,0.64,0.6512669176757911,0.6455843042316034
256,D,9,shrubland,0.3985,0.3821442270809359,0.39015077344820837
256,D,9,grassland,0.1654,0.41757132037364303,0.23694577752310003
256,D,9,cropland,0.7512,0.623402489626556,0.681360544217687
256,D,9,built_up,0.8646,0.6883209935514688,0.7664553876157971
256,D,9,bare_sparse_vegetation,0.4171,0.5335806575412563,0.4682045237694337
256,D,9,permanent_water,0.8101,0.806792152176078,0.8084426924804152
256,D,9,snow_and_ice,0.8484,0.8848560700876095,0.8662446395752502
256,D,9,herbaceous_wetland,0.7004,0.5922042783461571,0.6417739496953315
256,D,9,moss_lichen,0.8677,0.7291596638655462,0.7924200913242009
